USER,SEX,AGE,MARITAL_STATUS,CHILD_QTY,HEIGHT,WEIGHT,SLEEP_HRS,PHYSICAL_ACT,READING,WORK_HRS,WORK_FIELD,SMOKER,LIVING_STYLE,BURNOUT,WORKFROMHOME
615,1,68,1,3,157,88,6.9,98,0,-71,Arts and Entertainment,0,1,0,NO
656,0,68,0,3,156,89,4.9,99,0,-71,Health and Medicine,0,0,1,NO
697,0,68,1,3,157,77,4.8,100,0,-71,Health and Medicine,0,0,1,NO
738,0,68,0,3,158,76,4.7,101,0,-71,Community and Social Services,0,0,1,YES
779,0,68,1,3,159,76,4.6,102,0,-71,Community and Social Services,0,0,1,NO
820,0,68,1,3,159,76,4.5,103,0,-71,Community and Social Services,0,0,1,YES
861,0,68,1,3,150,76,4.4,104,0,-71,Community and Social Services,0,0,1,YES
902,0,68,1,3,151,76,4.4,105,0,-71,Community and Social Services,0,0,1,YES
1039,0,68,1,3,152,76,4.4,106,0,-71,Community and Social Services,0,0,1,NO
1040,0,69,1,3,153,76,4.4,107,0,-73,Community and Social Services,0,0,1,YES
